	TCGA-44-6777-11A-01R-1858-07	TCGA-91-6835-11A-01R-1858-07	TCGA-44-2668-11A-01R-1758-07	TCGA-50-5933-11A-01R-1755-07	TCGA-49-6745-11A-01R-1858-07	TCGA-49-6742-11A-01R-1858-07	TCGA-44-2655-11A-01R-1758-07	TCGA-50-5932-11A-01R-1755-07	TCGA-44-2661-11A-01R-1758-07	TCGA-44-3396-11A-01R-1758-07	TCGA-91-6836-11A-01R-1858-07	TCGA-49-6743-11A-01R-1858-07	TCGA-44-2665-11A-01R-1758-07	TCGA-44-6776-11A-01R-1858-07	TCGA-49-6744-11A-01R-1858-07	TCGA-44-2657-11A-01R-1758-07	TCGA-50-5930-11A-01R-1755-07	TCGA-44-6778-11A-01R-1858-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6835-01A-11R-1858-07	TCGA-44-2668-01A-01R-0946-07	TCGA-50-5933-01A-11R-1755-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-50-5932-01A-11R-1755-07	TCGA-44-2661-01A-01R-1107-07	TCGA-44-3396-01A-01R-1206-07	TCGA-91-6836-01A-21R-1858-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-6776-01A-11R-1858-07	TCGA-49-6744-01A-11R-1858-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5930-01A-11R-1755-07	TCGA-44-6778-01A-11R-1858-07
TTLL6|284076	32.3115	313.7776	0.384	49.4388	56.0886	114.5441	47.1495	14.6104	25.6208	30.5021	33.5966	4.902	16.3763	29.078	21.5159	21.6278	6.0744	22.9953	0.0	17.6072	13.3743	0.0	2.9484	92.4683	5.4383	1.6625	12.0077	2.4614	1.3233	2.713	0.4744	45.2586	13.7475	16.7785	1030.5684	2.5381
TTLL7|79739	129.2461	157.2019	56.8356	253.4451	197.786	135.0414	149.4607	301.9481	101.0599	165.5405	112.5094	108.5434	61.6725	210.6383	208.639	51.7928	132.8778	147.4057	34.7186	47.4041	18.0143	16.8387	48.6486	93.9597	69.921	4.5719	15.8501	93.757	24.7022	193.1633	11.8596	8.6207	30.5499	17.4497	42.4977	250.0
TTLL9|164395	9.942	345.0927	4.9923	52.2802	60.5166	76.5637	32.3575	10.5519	13.7593	33.4635	28.1274	5.6022	6.9686	39.0071	13.0399	23.3352	7.593	25.3538	1.5781	19.4131	5.1859	7.6539	3.4398	2.2371	4.1435	2.4938	30.2594	6.2654	2.6467	2.1704	5.2182	2.8736	7.6375	28.1879	9.2964	5.7107
TTN|7273	174.1839	449.8919	338.0184	686.5748	178.2878	439.0776	132.5547	606.1607	170.5968	342.0262	446.6078	248.8305	151.5261	566.844	639.3089	294.0637	1122.0957	558.9505	148.1746	254.0316	71.3695	87.1376	80.8698	109.1126	120.663	56.8662	111.3641	197.4916	194.5876	79.1319	53.1404	88.8506	117.4389	126.3154	114.0266	333.915
TTPA|7274	4.1425	10.6471	1.1521	11.3653	15.4982	7.8372	8.0123	8.1169	5.2191	5.0343	7.0318	6.3025	5.2265	19.8582	7.172	0.5692	3.7965	11.7925	0.0	7.6749	0.5459	0.0	0.4914	5.22	1.8128	0.8313	2.8818	0.0	10.1456	6.5111	1.8975	0.0	3.5642	1.3423	2.6561	1.269
TTYH3|80727	1250.2071	1027.7624	2994.6237	1073.4479	427.3063	957.9503	1289.0601	754.0584	2047.2942	1965.7562	1447.7778	749.2997	2114.6341	618.4397	747.1883	1817.8714	605.9226	1386.7925	4347.1857	5856.8849	4530.058	2650.8145	2739.0663	3967.9344	985.8863	1378.6367	2516.8108	4745.3569	2882.6643	3182.3114	2815.4649	955.4598	3186.8635	3107.3826	3779.6363	4361.0406
TUBA4B|80086	100.2486	1376.6129	1.9201	160.8183	594.0959	403.3157	173.4977	36.526	31.3143	140.665	89.07	4.2017	36.2369	163.1206	31.9478	96.1867	2.2779	39.5047	0.0	64.5598	3.0024	1.0205	12.7764	14.1685	10.0997	0.8313	72.0461	2.9089	0.0	0.5426	9.4877	6.4655	3.055	42.2819	82.3392	5.0761
TUBB1|81027	80.3645	31.9414	59.5238	117.6303	45.7565	24.7174	44.0678	61.6883	19.4529	149.5491	128.9171	37.1148	25.0871	95.7447	74.3276	26.7501	158.694	166.2736	6.8385	13.544	4.3671	2.0411	5.4054	13.4228	14.7611	12.4688	11.5274	10.0694	16.3211	5.9685	10.4364	24.4253	18.8391	10.0671	5.3122	59.0102
TUBB3|10381	165.7001	402.7125	211.9816	110.8112	90.0369	251.3097	76.7334	72.2403	237.2299	87.6565	44.9569	61.6246	215.331	48.2199	37.1638	152.9824	86.5604	117.9009	751.9832	1175.1693	5179.753	2600.8088	3642.0737	1383.5496	1154.598	1090.2993	509.6686	6671.7386	4710.1897	2314.2431	6651.2097	283.908	354.3788	757.2416	3939.6533	3721.4467
TWIST1|7291	15.7415	45.7201	7.6805	1.1365	2.952	9.043	3.3898	2.4351	10.9126	27.8369	3.9066	9.8039	6.2718	2.1277	1.956	6.8298	6.0744	1.1792	64.7028	69.526	153.6677	62.7623	60.4423	3.7286	4.1435	1.2469	14.4092	229.134	14.1156	11.3945	359.5825	2.8736	101.833	19.4631	35.8574	4.4416
TXNDC17|84817	467.4234	567.2297	565.5991	368.5183	1008.2878	796.3406	408.9492	358.7744	434.9373	383.6837	472.9772	575.2171	579.1463	400.4752	318.7156	539.5731	607.5626	335.3656	2212.1199	873.6298	766.567	1360.5235	2282.0786	1118.3669	2227.3831	2228.3749	1977.0077	2160.1544	2299.8059	692.3386	1414.8292	2181.9397	1258.8136	793.1611	1290.3753	405.2094
TXNDC6|347736	10.7705	282.4624	6.9124	46.5975	184.5018	88.6209	40.9861	4.8701	8.0658	55.3776	25.0021	4.902	8.7108	33.3333	18.2559	25.6118	3.7965	7.6651	3.1562	33.86	4.3671	2.0411	3.4398	14.1685	11.3945	0.4156	18.2517	5.8179	1.3233	4.3407	9.0133	5.7471	9.6741	14.094	6.6403	7.6142
TYMS|7298	153.9768	196.2769	238.8902	108.021	151.476	292.5034	155.4854	91.0877	201.9918	130.3002	63.3413	136.8627	133.0557	69.5957	82.0603	389.2999	51.2832	87.0165	388.6165	671.1512	794.1071	746.3663	882.4816	1007.1887	321.9086	347.0283	305.4563	638.6529	872.5143	957.0646	373.9184	162.7658	388.4776	631.302	462.0426	646.1168
TYRP1|7306	43.9105	74.53	67.9724	105.6968	87.0849	81.9894	75.5008	106.3312	195.003	96.5406	70.3184	405.4622	78.0488	51.773	159.0872	16.5054	78.9674	311.9104	12.0989	14.447	2.4565	5.6129	5.8968	31.3199	38.0681	24.9377	280.0192	8.0555	2.6467	274.0098	96.7742	25.8621	63.1365	114.7651	0.0	151.6497
UACA|55075	1507.8708	1310.8512	688.172	1981.5315	1719.5572	976.639	2699.2296	2200.487	2805.0065	1991.8163	1494.6568	3212.1849	2044.2509	1603.5461	2626.8949	921.457	1073.6522	2958.7264	2037.3488	673.1377	618.219	2286.487	650.1229	1742.7293	460.1839	379.468	595.5812	864.623	309.2192	1083.0168	1242.8843	387.2126	1052.9532	504.0268	831.3606	1276.6497
UBASH3B|84959	868.2684	229.2267	2326.0369	969.4559	793.3579	536.5486	373.4977	855.5195	600.6661	1731.2159	967.2687	829.8319	1010.1045	595.0355	997.555	535.572	1289.2938	823.1132	448.1852	358.0135	286.3187	313.8115	542.9975	297.5391	265.9588	52.7847	609.0298	258.6708	103.2201	393.3804	270.8729	99.8563	273.4216	330.8725	92.9636	585.0254
UBD|10537	371.9967	923.7962	106.7588	210.8254	733.5793	265.26	221.2635	86.039	640.5208	380.2397	191.4223	107.8431	240.0697	253.1915	146.6993	1809.9032	63.7813	877.9481	332.4566	2171.1061	6337.4957	484.2393	1437.3464	1004.4743	850.7057	56.1097	2891.9308	2534.5715	194.9713	567.5529	465.37	171.6954	1396.6395	2335.5705	743.7092	2642.7665
UBE2C|11065	48.8815	29.4362	82.5653	17.0479	42.0664	68.7265	23.4206	34.9026	49.8183	28.133	5.4692	16.8067	32.4042	11.3475	8.476	227.0916	25.8162	27.1226	259.8632	526.4108	1207.7789	1111.3521	658.9681	846.3833	84.4232	248.1297	171.4697	756.5451	96.1623	1023.8741	119.0702	64.6552	237.2709	306.0403	365.2143	788.7056
UBE2T|29089	43.082	40.0834	34.1782	10.2287	76.7528	41.5976	32.0493	16.2338	39.3802	19.545	29.69	29.4118	26.1324	21.2766	13.0399	97.8941	22.779	33.0189	127.3014	296.1625	439.4405	257.6826	217.199	588.3669	345.7206	263.9235	188.2805	257.552	878.2532	521.4324	330.6452	75.431	183.2994	160.4027	363.8863	651.6497
UCA1|652995	2.4855	1.2526	1.9201	1.1365	0.0	4.22	0.3082	3.2468	2.3723	2.9614	0.0	0.7003	0.0	2.1277	0.652	5.1224	0.0	0.5896	16.3072	0.0	593.3811	22.9618	34.8894	596.5697	11.3945	49.0441	7.2046	696.1289	0.0	3.7982	7.5901	2.8736	28.0041	33.557	2.6561	0.0
UCHL1|7345	104.3911	194.1538	158.6022	19.8892	93.7269	113.3384	77.9661	50.3247	160.8419	100.6865	100.0084	79.1317	97.9094	60.9929	101.7115	142.288	17.4639	172.1698	523.4087	575.6208	133.1969	131.6478	183.2924	180.4623	4402.1753	61.0973	504.3228	245.245	1432.7305	1690.1791	256.6414	494.9713	340.6314	765.1007	123.5088	5601.5228
UCKL1AS|100113386	24.1259	181.1392	9.7773	68.2199	84.8782	53.474	51.0971	19.1477	8.0041	112.6001	42.1051	3.1793	17.1115	56.4043	22.8134	37.5128	6.2718	37.1934	2.3304	57.8646	6.7854	6.8834	6.2506	4.5265	9.3306	9.1729	20.5283	17.3305	9.5148	4.7911	17.5949	6.4943	3.3656	34.7315	23.9846	27.665
UCN3|114131	28.169	15.0313	4.9923	1.1365	44.2804	75.9608	3.3898	28.4091	19.4529	18.6566	50.0042	31.5126	15.331	33.3333	14.3439	108.708	1.5186	3.5377	11.0468	6.772	0.0	0.0	2.457	55.1827	17.3508	2.9094	2.4015	0.2238	1.7644	2.1704	95.8254	4.3103	12.7291	3.3557	6.6403	29.1878
UHRF1|29128	42.2535	39.4571	91.7819	6.8192	11.0701	49.4348	26.8105	20.2922	34.1611	37.6094	8.5945	10.5042	24.0418	12.0567	14.9959	140.0114	12.1488	20.0472	133.0878	329.5711	1024.9062	515.8755	657.9853	311.7077	58.0085	154.1978	67.243	527.4111	891.041	742.268	252.8463	75.431	143.0754	126.1745	177.959	366.7259
UMODL1|89766	3.3803	9.3945	12.3157	9.6605	7.3801	6.0286	1.2327	2.4351	3.3212	2.3691	3.1253	0.7003	1.7422	6.3972	0.652	1.1383	1.5186	3.5377	33.1405	67.2686	12.0096	6.6334	10.3194	2.9828	4.1979	1.6625	27.4159	134.0345	394.7949	25.5019	35.1044	3.592	7.6375	24.1611	0.0	114.2132
UNC45B|146862	38.9395	11.2734	8.4485	43.188	38.3764	15.6745	67.7966	23.539	11.387	46.4935	11.7197	14.7059	17.0732	20.5674	20.8639	9.1064	18.2232	28.8915	7.8906	13.0926	1.3647	2.0411	8.3538	4.4743	4.6614	4.9875	4.3228	2.4614	0.0	11.3945	3.3207	2.1552	9.165	8.7248	5.3122	4.4416
UNC5CL|222643	14.1011	47.1982	77.6267	28.9814	20.0	97.0852	18.2003	14.6429	47.4602	23.4333	25.0334	26.6387	75.6934	20.5745	23.4719	33.6084	19.0281	40.2417	93.7401	140.6185	52.7028	256.8203	255.5676	271.6107	218.3711	211.4048	337.7089	165.9365	34.8743	57.0374	638.3302	46.7672	186.4766	38.9664	147.6661	78.8071
UNC80|285175	3.314	2.5052	2.3041	9.6605	4.428	6.6315	14.792	9.7403	14.2338	7.4034	3.9066	3.5014	3.1359	3.5461	7.824	3.4149	5.3151	7.0755	1.0521	0.9029	1.0918	1.5308	0.4914	0.7457	1.5538	0.0	5.7637	1.1188	1.3233	0.0	3.3207	0.0	1.5275	3.3557	0.0	206.8528
UPK3A|7380	4.971	1.8789	3.4562	1.7048	0.738	1.8086	1.2327	1.6234	2.3723	1.7768	3.1253	2.1008	3.1359	1.4184	0.652	10.2447	0.7593	1.7689	74.1715	37.4718	4.3671	0.0	0.9828	69.3512	16.8328	0.4156	13.9289	3.5802	4.8522	36.8964	10.4364	0.0	11.2016	78.5235	5.3122	1.269
UPK3B|80761	1748.1359	1783.7096	1094.086	4976.275	7342.4354	1538.5079	4846.225	5450.487	1561.9218	680.2263	1484.4997	804.6218	2967.9443	2840.4255	2621.0269	3701.1952	4050.8732	1333.1368	8.9427	22.5734	6.2777	0.5103	147.9115	239.3736	184.9022	61.5129	39.3852	7.608	1.7644	63.4835	4.2694	56.7529	148.167	63.7584	86.3234	458.7563
USH1G|124590	1.657	8.1419	0.384	0.0	0.0	0.0	4.0062	0.0	0.4745	0.8884	0.0	0.0	0.0	0.7092	0.0	1.7075	0.0	0.0	17.3593	15.8014	0.8188	10.7155	0.4914	2.9828	0.5179	0.4156	0.9606	0.0	67.049	92.7835	0.0	0.0	0.5092	6.0403	7.9683	1.269
USHBP1|83878	202.9826	86.4297	43.3948	115.3573	216.2362	87.4152	368.8752	305.1948	236.7555	230.0983	199.2355	146.3585	213.9373	335.461	206.031	129.7666	155.6568	341.9811	31.0363	42.8894	15.0119	31.6363	23.0958	24.6085	53.6061	29.0939	31.7003	49.8993	10.1456	26.0445	27.5142	47.4138	45.8248	39.5973	26.561	100.8883
USP2|9099	118.4756	591.8559	178.9555	294.9283	171.2177	375.584	134.3606	215.0974	68.7967	250.5318	126.5731	264.0056	175.9582	216.3121	61.9397	107.5697	28.8535	139.1509	95.7391	100.2257	24.0191	21.9413	95.8231	55.9284	51.7933	17.4564	99.4236	24.614	75.4301	28.2149	17.0778	69.6839	68.2281	97.9866	39.8416	127.5381
UTRN|7402	5347.9702	5141.9436	4071.0445	8641.0001	3422.1402	6738.2065	6585.5162	9183.4416	6183.6349	6990.3097	6833.3864	6108.5434	5737.9791	8150.3546	9993.154	3325.5549	5951.4047	6297.7594	2304.5765	5346.7269	1456.4313	1969.1036	3140.0491	1805.3691	1570.8921	2116.7914	1595.5812	1649.3623	1585.3551	2887.1405	1637.5712	3349.8563	2311.609	2253.6913	1347.9729	3710.0254
VCAN|1462	2478.0447	2998.7364	5347.9263	2327.0351	461.2546	1495.7046	1288.7519	2288.961	2690.1872	2564.841	1816.5588	929.972	3113.2404	895.0355	1515.2404	861.6961	2050.1139	2507.6651	24118.3588	4386.456	13700.1706	16214.1062	12631.941	1335.5705	728.2144	928.9277	3320.8453	9966.883	3239.5236	11748.2366	17192.5996	953.3046	8367.6171	1590.604	10057.3386	2100.2538
VEPH1|79674	1547.6388	555.5303	741.5515	1281.432	1380.0738	1944.838	923.5747	1485.3896	935.1603	678.4495	1964.2275	1355.7423	671.4286	2270.2128	2104.6455	807.0575	1231.5869	761.7925	105.2078	414.447	79.1539	107.1552	257.0025	231.9165	156.4159	78.9692	605.6676	42.2913	8.3811	274.0098	21.8216	262.2126	157.8411	263.0872	168.6626	343.9086
VGF|7425	1.657	2.5052	1.5361	0.0	0.738	5.4258	0.3082	0.8117	1.8978	3.5536	0.0	0.0	0.3484	2.1277	0.652	0.5692	0.7593	7.6651	14.7291	3.6117	7.0966	29.5952	18.6732	4.4743	0.5179	0.8313	2.8818	59.2974	16.3211	0.5426	7.1157	1.4368	1.5275	5.3691	0.0	392.7665
VGLL1|51442	80.3645	140.9181	12.2888	30.6862	121.7712	111.5298	148.5362	80.3571	162.2653	49.751	51.5668	126.0504	134.1463	157.4468	94.5395	81.3887	30.3721	29.4811	1.0521	28.8939	1.0918	1.5308	32.4324	15.66	18.1277	105.985	85.975	15.8872	0.0	9.7667	1.4231	2.8736	73.8289	175.1678	5.3122	9.5178
VIL1|7429	2.4855	0.6263	0.384	0.5683	0.0	0.0	0.3082	2.4351	1.8978	0.8884	2.3439	0.0	0.0	0.0	1.304	0.0	0.7593	1.1792	28.9321	7.6749	30.2968	23.4721	162.1622	1007.4571	2.0717	159.601	2.4015	81.45	1.7644	3.7982	1.8975	8.6207	65.1731	24.8322	1.3281	109.1371
VIPR1|7433	2904.7225	231.7319	1050.3072	2527.0635	1019.9262	185.682	1978.1202	3533.2792	1033.3735	3753.8303	2438.486	158.2633	547.3868	6321.9858	4419.8859	1365.9647	2817.0084	4658.6085	145.1867	226.6366	32.4804	189.3074	228.5012	145.4139	319.5649	347.8803	261.7675	133.5869	32.6423	123.1687	65.9393	510.0575	210.7943	262.4161	359.9021	914.9746
VIT|5212	23.198	67.0144	6.1444	3.9778	33.9483	3.0143	11.094	18.6688	9.0147	7.4034	1.5626	2.1008	0.0	12.766	4.564	21.0586	11.3895	1.1792	0.0	4.0632	0.0	0.0	7.371	0.7457	1.0359	0.0	1.4409	2.6852	0.0	0.5426	0.0	0.0	1.0183	7.3826	5.3122	1.269
VMO1|284013	149.9586	73.2774	163.9785	176.1614	365.3137	393.6699	141.7565	82.7922	161.3163	315.978	190.641	175.07	335.1916	85.8156	120.6194	190.6659	301.4427	118.5142	84.6923	43.7923	45.8547	118.3809	51.1057	90.2312	94.5229	26.1845	326.1287	59.7449	15.4389	52.6316	59.2979	36.6379	112.5255	65.1007	90.3075	45.0508
VNN2|8875	240.2651	100.8347	405.914	791.0215	137.2694	93.4439	103.8521	102.2727	175.5501	244.0167	182.0465	66.5266	178.7456	86.5248	107.5795	469.5504	47.0767	646.816	180.4314	172.912	206.346	57.6597	61.4251	51.4541	60.5982	32.419	553.3141	198.7022	22.0556	35.2686	29.8861	8.6207	78.9206	351.0067	119.5247	204.9492
VPREB3|29802	96.9345	27.5573	3.0722	2.8413	1.476	3.6172	2.1572	0.8117	1.8978	20.4334	3.1253	2.8011	2.439	0.0	1.304	578.2584	0.0	2.9481	65.2288	167.9458	11.7366	3.5718	3.9312	8.2028	95.2998	1.2469	106.6282	41.1725	9.2633	37.9816	6.6414	2.8736	95.2138	338.9262	94.2917	89.467
VSIG1|340547	57.995	129.0183	1832.9493	46.0293	1.476	488.3195	6.4715	13.7987	120.9873	76.4033	29.69	7.7031	16.3763	8.5106	14.3439	18.782	65.2999	8.2547	192.5302	1204.5147	79.1539	36.2286	4528.7469	105.8911	257.154	515.3782	924.1114	163.5713	4967.7989	42.8649	2393.2638	52.4425	127.2912	26.8456	15.9366	29.8223
VSIG2|23584	835.1284	913.1428	600.2304	1106.4072	2503.321	1269.0279	1327.2727	1140.4221	1407.2478	906.1787	1367.3023	1140.7563	1453.6585	1570.2128	848.2478	1293.1133	1417.6158	1034.1981	169.9106	60.4966	25.9297	1.5308	114.0049	166.2938	1421.9863	483.3749	1384.7262	43.4102	4.8522	45.0353	328.2732	669.5402	140.5295	1414.7651	53.1221	288.0711
VSIG4|11326	6861.6404	1570.7667	11428.1874	3851.1152	6169.0037	6860.5878	2379.3529	2685.8766	5235.6642	6851.7176	6859.1698	5764.7059	5544.5993	1973.0496	3955.0122	4175.2988	10451.0251	4055.4245	6066.2809	919.1874	1907.6083	3260.5784	1943.4889	404.9217	725.8837	682.0449	3397.2142	1831.0584	237.318	704.2865	1351.9924	153.0172	1422.0978	1280.5369	466.1463	2263.9594
VSNL1|7447	62.1375	152.1915	20.7373	40.3466	56.8266	62.6978	73.0354	86.039	39.8546	55.3776	37.5031	98.0392	22.9965	58.8652	31.9478	20.4895	41.0023	54.2453	35.2446	11.7381	44.4899	15.8181	57.4939	37.2856	15.0201	3.7406	18.2517	45.2003	1.7644	9.2241	245.7306	19.3966	45.8248	17.4497	0.0	17.132
VTN|7448	78.7075	197.9116	54.5315	268.2199	86.3469	252.5998	75.1926	65.7468	125.2574	51.2317	51.5668	69.3277	175.2613	28.3688	22.1679	179.852	36.4465	42.4528	25.7759	13.0926	43.944	15.3079	30.4668	224.4594	13.4663	41.9784	25.9366	12.0318	4.8522	5.9685	18.5009	4.3103	24.4399	14.7651	63.7465	34.8985
VWA3A|146177	29.826	978.2845	7.2965	159.1135	104.059	180.2562	95.8398	66.5584	16.6061	80.5492	88.2887	11.2045	13.2404	163.1206	37.1638	38.1332	27.3349	86.6745	1.0521	76.298	1.6377	0.5103	5.8968	4.4743	4.6614	1.2469	45.1489	3.5802	1.7644	0.0	9.4877	3.592	5.6008	27.5168	9.2964	6.9797
VWA3B|200403	154.1011	1589.5558	4.9923	455.7466	540.2214	820.4974	327.5809	64.9351	46.0226	462.8619	251.5836	4.902	48.4321	434.0426	98.4515	158.2242	3.7965	99.0566	0.0	212.1896	61.6854	1.0205	29.9754	52.1999	28.2274	3.325	76.3689	12.9783	1.3233	8.1389	5.6926	20.1149	9.165	83.8926	31.8733	7.6142
VWA5B1|127731	1.657	10.6471	0.384	6.2509	0.738	5.4258	6.7797	4.0584	0.4745	5.3305	3.9066	0.7003	1.3937	0.0	0.652	1.7075	3.7965	8.2547	0.0	0.9029	0.0	0.0	0.9828	0.0	0.0	0.0	0.4803	0.0	0.0	0.0	0.0	0.0	2.0367	0.6711	0.0	2.5381
VWA5B2|90113	5.7995	59.4987	1.9201	12.5018	3.69	24.1145	14.1757	2.4351	7.1169	7.9957	4.6879	4.2017	25.784	4.2553	1.956	1.1383	0.0	7.6651	3.1562	4.9661	0.5459	1.0205	0.4914	8.2028	1.5538	0.0	8.6455	1.5663	0.4411	3.2556	0.9488	0.0	1.0183	4.0268	1.3281	29.1878
VWC2|375567	10.7705	13.1524	7.6805	7.3874	5.9041	1.8086	6.1633	5.6818	1.4234	13.9184	5.4692	5.6022	2.439	5.6738	9.78	0.5692	22.0197	2.3585	2.6302	1.3544	0.2729	0.0	0.4914	0.0	0.7769	0.0	1.4409	0.0	0.0	0.0	1.4231	0.7184	1.0183	1.3423	0.0	2.5381
VWDE|221806	29.826	36.3255	8.8326	11.3653	10.3321	50.0377	10.7858	3.2468	3.7957	29.3175	34.3779	16.1064	5.5749	24.1135	16.9519	21.0586	0.7593	1.7689	207.2593	138.6005	78.0621	307.1781	261.9165	24.6085	31.076	12.8845	0.4803	248.3777	194.5302	185.567	25.1423	5.7471	78.9206	51.0067	22.5769	24.7462
VWF|7450	29573.3223	16476.7665	18963.9017	15990.3395	8352.0295	13560.8139	50779.0447	26632.3052	28873.7273	50942.6405	13077.6608	29584.0336	67929.6167	17311.3475	34100.0815	17495.1622	17753.9863	37448.7028	17987.9011	6623.9278	3163.1525	4506.1295	3736.6093	3164.8024	3571.669	3888.1962	1646.0134	1940.4789	2595.0596	3580.5751	2342.5047	7026.5805	8895.112	5246.9799	8259.1561	20349.6193
WASF3|10810	574.9793	619.4132	344.8541	755.7892	952.0295	528.7114	679.5069	905.0325	716.4343	661.5697	364.0931	920.8683	817.77	1067.3759	1273.3496	410.9277	1062.2627	775.9434	175.697	317.833	103.7189	65.3136	114.0049	55.9284	308.1704	39.4846	323.7272	74.2896	175.1213	95.4965	287.0019	177.4425	243.89	311.4094	245.6896	211.2944
WBSCR17|64409	237.7796	97.0769	142.0891	343.2306	59.7786	69.3293	211.7103	212.6623	242.449	209.0726	47.6603	103.6415	116.0279	56.0284	193.643	84.8036	189.0661	144.4575	91.5308	168.8488	16.1037	69.906	17.6904	23.1171	23.566	37.4065	70.6052	24.1665	3.97	16.2778	117.1727	43.1034	97.7597	257.047	13.2805	62.8173
WDR16|146845	92.792	1349.0556	1.1521	295.4965	608.1181	592.0121	206.7797	45.4545	26.5698	230.0983	129.6984	1.4006	39.3728	218.4397	50.2037	119.5219	0.7593	65.4481	0.526	132.7314	0.5459	0.0	17.6904	8.2028	7.2511	1.6625	74.928	3.1327	0.4411	17.363	6.167	5.7471	0.5092	46.9799	21.2488	5.7107
WDR17|116966	53.8525	142.797	50.3072	84.1029	109.9631	66.315	70.5701	103.8961	41.7525	98.6136	91.4139	70.028	48.7805	100.7092	74.3276	37.564	53.9104	91.9811	4.7344	98.4199	2.4565	19.39	48.1572	36.5399	56.7137	28.6783	51.3929	70.038	153.9479	8.1389	12.334	27.2989	13.7475	18.7919	22.5769	111.0406
WDR38|401551	100.2486	1230.0581	2.6882	210.8254	976.3838	364.7325	191.6795	31.6558	20.8762	244.0167	122.6666	5.6022	57.8397	246.8085	49.5518	178.7137	3.7965	56.0142	0.526	134.9887	15.0119	0.5103	24.0786	8.2028	10.8766	0.4156	93.1796	6.2654	0.4411	0.5426	6.6414	5.0287	2.0367	81.8792	25.233	3.1726
WDR49|151790	9.1135	263.0471	18.0492	93.7633	126.1993	157.3474	48.9985	33.2792	9.4892	63.9656	31.2526	12.605	20.5575	80.8511	13.0399	15.9363	28.0942	27.1226	13.677	41.9865	9.826	0.0	5.8968	2.2371	7.769	1.2469	24.0154	9.8456	0.4411	1.0852	6.6414	0.7184	4.0733	21.4765	6.6403	6.3452
WDR62|284403	31.483	34.4466	52.6114	25.0036	9.5941	33.1575	29.8921	45.4545	35.5845	27.2446	35.1592	43.4174	32.4042	12.0567	30.6438	95.6175	16.7046	28.3019	57.8643	409.9323	313.3402	167.3662	102.2113	198.3594	23.566	71.0723	46.5898	173.8644	250.9925	624.5252	183.112	55.3161	74.3381	116.1074	159.3663	196.066
WDR63|126820	37.2825	685.1749	4.6083	174.4566	209.5941	295.4032	121.4176	21.9156	13.7593	148.6607	88.2887	4.2017	20.5575	130.4965	31.2958	38.7023	7.593	44.2217	7.8906	82.167	6.2777	0.0	35.8722	11.1857	32.8888	4.1563	24.0154	15.8872	3.0878	1.0852	11.3852	4.3103	9.6741	28.8591	11.9525	6.3452
WDR64|128025	0.8285	0.0	0.0	1.1365	0.0	0.6029	0.6163	0.0	0.9489	0.0	0.7813	0.0	0.6969	0.7092	0.0	1.7075	0.0	0.0	2.6302	1.3544	3.8212	0.0	2.9484	1.4914	3.3666	0.0	3.8425	1.5663	0.0	2.713	1.4231	0.7184	4.0733	3.3557	116.8686	1.9036
WDR65|149465	66.28	531.0482	2.5653	133.8429	172.6937	273.0972	81.3559	33.2792	11.8615	112.5113	54.6921	7.7031	13.9373	80.1418	32.5998	39.8406	3.0372	29.4811	4.2083	74.447	2.7294	0.5103	12.285	4.4743	14.9631	7.4813	12.9683	1.7901	1.7644	1.2751	7.1157	8.6207	6.6191	25.5034	5.3122	5.0761
WDR69|164781	66.28	687.6802	6.5284	181.2757	487.8229	257.4228	97.6888	30.0325	31.7888	135.0384	117.9787	21.0084	12.5436	108.5106	52.8117	42.1172	34.9279	65.4481	43.1352	46.9526	10.9178	49.4955	14.742	2.9828	21.7532	0.8313	65.3218	51.0181	41.4645	39.0667	15.6546	5.7471	5.0916	15.4362	19.9208	3.8071
WDR78|79819	107.7051	1619.6183	25.3456	489.8423	764.5756	840.9947	257.6271	138.7987	67.8478	315.978	207.0486	48.3193	74.5645	314.1844	157.7832	124.6443	28.8535	168.6321	55.7601	181.4898	44.7629	32.1465	73.2187	78.2998	29.7812	11.6376	121.5178	54.8221	19.4089	9.7667	65.4649	78.3046	39.2057	83.2215	108.9003	30.4569
WDR86|349136	15.7415	95.2731	1.5361	19.4175	39.1661	47.1741	24.0401	5.6818	9.0147	22.2932	10.1571	4.902	8.3972	12.0567	7.824	12.5213	3.0372	6.5035	95.7391	29.8646	54.5889	18.8797	17.199	43.4601	6.2152	3.325	43.708	68.3352	2.6467	142.9463	148.482	10.7759	150.8045	95.4228	41.1696	5.7107
WDR93|56964	20.7125	269.3101	1.9201	55.1215	88.5609	85.0038	36.98	6.4935	7.1169	33.1673	25.0021	2.8011	5.5749	47.5177	13.0399	14.2288	4.5558	11.7925	2.1042	15.8014	13.3743	0.5103	5.4054	13.4228	23.048	1.6625	12.0077	8.0555	4.8522	1.6278	5.2182	7.9023	15.2749	8.0537	13.2805	6.3452
