	TCGA-E9-A1RC-11A-33R-A157-07	TCGA-BH-A1FU-11A-23R-A14D-07	TCGA-E9-A1N6-11A-32R-A144-07	TCGA-A7-A0DB-11A-33R-A089-07	TCGA-BH-A0DV-11A-22R-A12P-07	TCGA-BH-A0DL-11A-13R-A115-07	TCGA-E2-A15K-11A-13R-A12P-07	TCGA-BH-A204-11A-53R-A157-07	TCGA-E9-A1N5-11A-41R-A14D-07	TCGA-E9-A1RI-11A-41R-A169-07	TCGA-GI-A2C8-11A-22R-A16F-07	TCGA-BH-A0BJ-11A-23R-A089-07	TCGA-AC-A23H-11A-12R-A157-07	TCGA-BH-A1FJ-11B-42R-A13Q-07	TCGA-BH-A0BQ-11A-33R-A115-07	TCGA-BH-A0B7-11A-34R-A115-07	TCGA-BH-A18Q-11A-34R-A12D-07	TCGA-BH-A1FE-11B-14R-A13Q-07	TCGA-BH-A0BZ-11A-61R-A12P-07	TCGA-BH-A0BS-11A-11R-A12P-07	TCGA-BH-A1FG-11B-12R-A13Q-07	TCGA-BH-A18P-11A-43R-A12D-07	TCGA-E9-A1RH-11A-34R-A169-07	TCGA-BH-A1FC-11A-32R-A13Q-07	TCGA-E2-A158-11A-22R-A12D-07	TCGA-A7-A0DC-11A-41R-A089-07	TCGA-BH-A0DZ-11A-22R-A089-07	TCGA-BH-A0DO-11A-22R-A12D-07	TCGA-BH-A0B5-11A-23R-A12P-07	TCGA-BH-A1EV-11A-24R-A137-07	TCGA-BH-A18M-11A-33R-A12D-07	TCGA-E2-A15I-11A-32R-A137-07	TCGA-E9-A1RF-11A-32R-A157-07	TCGA-E9-A1ND-11A-43R-A144-07	TCGA-BH-A0C3-11A-23R-A12P-07	TCGA-E9-A1N4-11A-33R-A14M-07	TCGA-BH-A1FR-11B-42R-A13Q-07	TCGA-BH-A18J-11A-31R-A12D-07	TCGA-BH-A0H7-11A-13R-A089-07	TCGA-BH-A1EW-11B-33R-A137-07	TCGA-E9-A1R7-11A-42R-A14M-07	TCGA-BH-A1FB-11A-33R-A13Q-07	TCGA-BH-A1F6-11B-94R-A13Q-07	TCGA-BH-A0DQ-11A-12R-A089-07	TCGA-E2-A1LH-11A-22R-A14D-07	TCGA-BH-A1FH-11B-42R-A13Q-07	TCGA-E9-A1NF-11A-73R-A14D-07	TCGA-BH-A0B3-11B-21R-A089-07	TCGA-BH-A0BV-11A-31R-A089-07	TCGA-BH-A0DP-11A-12R-A089-07	TCGA-A7-A0D9-11A-53R-A089-07	TCGA-BH-A18K-11A-13R-A12D-07	TCGA-BH-A208-11A-51R-A157-07	TCGA-E9-A1RB-11A-33R-A157-07	TCGA-BH-A0BW-11A-12R-A115-07	TCGA-E9-A1NA-11A-33R-A144-07	TCGA-BH-A0AY-11A-23R-A089-07	TCGA-E2-A1LS-11A-32R-A157-07	TCGA-BH-A0HK-11A-11R-A089-07	TCGA-BH-A209-11A-42R-A157-07	TCGA-E9-A1NG-11A-52R-A14M-07	TCGA-BH-A1FM-11B-23R-A13Q-07	TCGA-BH-A0E1-11A-13R-A089-07	TCGA-BH-A0BC-11A-22R-A089-07	TCGA-E2-A1BC-11A-32R-A12P-07	TCGA-BH-A0DG-11A-43R-A12P-07	TCGA-BH-A1EN-11A-23R-A13Q-07	TCGA-BH-A18N-11A-43R-A12D-07	TCGA-A7-A13G-11A-51R-A13Q-07	TCGA-E2-A1LB-11A-22R-A144-07	TCGA-BH-A1ET-11B-23R-A137-07	TCGA-BH-A18R-11A-42R-A12D-07	TCGA-GI-A2C9-11A-22R-A21T-07	TCGA-A7-A13E-11A-61R-A12P-07	TCGA-E2-A153-11A-31R-A12D-07	TCGA-BH-A1EU-11A-23R-A137-07	TCGA-AC-A2FM-11B-32R-A19W-07	TCGA-BH-A18L-11A-42R-A12D-07	TCGA-BH-A1FN-11A-34R-A13Q-07	TCGA-BH-A1F8-11B-21R-A13Q-07	TCGA-BH-A0AZ-11A-22R-A12P-07	TCGA-E9-A1N9-11A-71R-A14D-07	TCGA-BH-A18S-11A-43R-A12D-07	TCGA-BH-A0HA-11A-31R-A12P-07	TCGA-E2-A1IG-11A-22R-A144-07	TCGA-BH-A1F0-11B-23R-A137-07	TCGA-BH-A0AU-11A-11R-A12P-07	TCGA-BH-A1F2-11A-32R-A13Q-07	TCGA-BH-A0DD-11A-23R-A12P-07	TCGA-BH-A0H5-11A-62R-A115-07	TCGA-E2-A15M-11A-22R-A12D-07	TCGA-BH-A1EO-11A-31R-A137-07	TCGA-BH-A0DT-11A-12R-A12D-07	TCGA-A7-A0CE-11A-21R-A089-07	TCGA-E9-A1RD-11A-33R-A157-07	TCGA-E2-A1L7-11A-33R-A144-07	TCGA-BH-A18U-11A-23R-A12D-07	TCGA-BH-A0C0-11A-21R-A089-07	TCGA-A7-A13F-11A-42R-A12P-07	TCGA-AC-A2FB-11A-13R-A17B-07	TCGA-BH-A0BT-11A-21R-A12P-07	TCGA-BH-A0DK-11A-13R-A089-07	TCGA-BH-A203-11A-42R-A169-07	TCGA-E9-A1RC-01A-11R-A157-07	TCGA-BH-A1FU-01A-11R-A14D-07	TCGA-E9-A1N6-01A-11R-A144-07	TCGA-A7-A0DB-01A-11R-A00Z-07	TCGA-BH-A0DV-01A-21R-A12P-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-E2-A15K-01A-11R-A12P-07	TCGA-BH-A204-01A-11R-A157-07	TCGA-E9-A1N5-01A-11R-A14D-07	TCGA-E9-A1RI-01A-11R-A169-07	TCGA-GI-A2C8-01A-11R-A16F-07	TCGA-BH-A0BJ-01A-11R-A056-07	TCGA-AC-A23H-01A-11R-A157-07	TCGA-BH-A1FJ-01A-11R-A13Q-07	TCGA-BH-A0BQ-01A-21R-A115-07	TCGA-BH-A0B7-01A-12R-A115-07	TCGA-BH-A18Q-01A-12R-A12D-07	TCGA-BH-A1FE-01A-11R-A13Q-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-BH-A1FG-01A-11R-A13Q-07	TCGA-BH-A18P-01A-11R-A12D-07	TCGA-E9-A1RH-01A-21R-A169-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-E2-A158-01A-11R-A12D-07	TCGA-A7-A0DC-01A-11R-A00Z-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-BH-A0DO-01B-11R-A12D-07	TCGA-BH-A0B5-01A-11R-A12P-07	TCGA-BH-A1EV-01A-11R-A137-07	TCGA-BH-A18M-01A-11R-A12D-07	TCGA-E2-A15I-01A-21R-A137-07	TCGA-E9-A1RF-01A-11R-A157-07	TCGA-E9-A1ND-01A-11R-A144-07	TCGA-BH-A0C3-01A-21R-A12P-07	TCGA-E9-A1N4-01A-11R-A14M-07	TCGA-BH-A1FR-01A-11R-A13Q-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-BH-A0H7-01A-13R-A056-07	TCGA-BH-A1EW-01A-11R-A137-07	TCGA-E9-A1R7-01A-11R-A14M-07	TCGA-BH-A1FB-01A-11R-A13Q-07	TCGA-BH-A1F6-01A-11R-A13Q-07	TCGA-BH-A0DQ-01A-11R-A084-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-BH-A1FH-01A-12R-A13Q-07	TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-BH-A0B3-01A-11R-A056-07	TCGA-BH-A0BV-01A-11R-A00Z-07	TCGA-BH-A0DP-01A-21R-A056-07	TCGA-A7-A0D9-01A-31R-A056-07	TCGA-BH-A18K-01A-11R-A12D-07	TCGA-BH-A208-01A-11R-A157-07	TCGA-E9-A1RB-01A-11R-A157-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-BH-A0AY-01A-21R-A00Z-07	TCGA-E2-A1LS-01A-12R-A157-07	TCGA-BH-A0HK-01A-11R-A056-07	TCGA-BH-A209-01A-11R-A157-07	TCGA-E9-A1NG-01A-21R-A14M-07	TCGA-BH-A1FM-01A-11R-A13Q-07	TCGA-BH-A0E1-01A-11R-A056-07	TCGA-BH-A0BC-01A-22R-A084-07	TCGA-E2-A1BC-01A-11R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-BH-A1EN-01A-11R-A13Q-07	TCGA-BH-A18N-01A-11R-A12D-07	TCGA-A7-A13G-01A-11R-A13Q-07	TCGA-E2-A1LB-01A-11R-A144-07	TCGA-BH-A1ET-01A-11R-A137-07	TCGA-BH-A18R-01A-11R-A12D-07	TCGA-GI-A2C9-01A-11R-A21T-07	TCGA-A7-A13E-01A-11R-A12P-07	TCGA-E2-A153-01A-12R-A12D-07	TCGA-BH-A1EU-01A-11R-A137-07	TCGA-AC-A2FM-01A-11R-A19W-07	TCGA-BH-A18L-01A-32R-A12D-07	TCGA-BH-A1FN-01A-11R-A13Q-07	TCGA-BH-A1F8-01A-11R-A13Q-07	TCGA-BH-A0AZ-01A-21R-A12P-07	TCGA-E9-A1N9-01A-11R-A14D-07	TCGA-BH-A18S-01A-11R-A12D-07	TCGA-BH-A0HA-01A-11R-A12P-07	TCGA-E2-A1IG-01A-11R-A144-07	TCGA-BH-A1F0-01A-11R-A137-07	TCGA-BH-A0AU-01A-11R-A12P-07	TCGA-BH-A1F2-01A-31R-A13Q-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-BH-A0H5-01A-21R-A115-07	TCGA-E2-A15M-01A-11R-A12D-07	TCGA-BH-A1EO-01A-11R-A137-07	TCGA-BH-A0DT-01A-21R-A12D-07	TCGA-A7-A0CE-01A-11R-A00Z-07	TCGA-E9-A1RD-01A-11R-A157-07	TCGA-E2-A1L7-01A-11R-A144-07	TCGA-BH-A18U-01A-21R-A12D-07	TCGA-BH-A0C0-01A-21R-A056-07	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-AC-A2FB-01A-11R-A17B-07	TCGA-BH-A0BT-01A-11R-A12P-07	TCGA-BH-A0DK-01A-21R-A056-07	TCGA-BH-A203-01A-12R-A169-07
AADAC|13	295.7266	1.0488	8.8331	371.6495	0.9947	41.903	1.9259	450.677	0.6729	606.3182	0.0	37.9902	219.6976	6.6155	5.0724	0.0	16.0226	60.4261	152.7214	1.0523	0.0	2.1331	314.4891	6.5089	303.3146	0.466	8.8652	9.9312	682.8423	9.5988	29.0877	96.8729	425.3612	403.1068	8.8961	0.297	83.3754	214.3494	6.1872	9.3359	59.466	6.783	58.9097	1.1605	3.8333	247.955	824.7706	30.5711	49.5293	1.357	619.1446	24.7201	7.6653	164.5975	17.6751	3.4526	28.6957	163.4308	22.4039	1.2162	256.7084	14.6554	0.0	56.5435	179.0619	0.0	197.3451	18.8492	433.9162	0.0	49.4393	14.58	1.2727	45.8624	52.6854	143.2964	15.9054	409.1674	2.0185	61.9621	35.3578	419.0512	25.1423	0.4055	70.862	1.224	3.2326	166.1	264.0937	2.9082	155.88	693.9459	16.4294	19.6825	422.7541	4.4788	3.3019	0.9285	208.352	88.4007	2.4086	31.48	8.2212	0.496	40.7103	1.4252	11.1122	0.0	2.7795	0.0	0.227	1.4788	0.0	0.3347	1.0759	1.1902	0.0	0.4667	3.9314	1.6944	0.0	0.9057	0.0	0.3642	0.0	34.2558	0.0	0.0	0.0	4.2373	0.0	0.6671	3.4928	3.6731	0.0	0.3413	16.4917	77.8342	0.0	0.0	0.0	0.3283	2.8756	1.7593	0.587	0.0	0.0	4.6305	13.6233	1.8575	6.5265	0.0	0.8573	6.9988	1.0624	71.0317	2.8616	1.1054	0.6184	7.8227	4.5045	33.7197	1.1838	0.0	0.0	0.3959	0.0	31.8218	1.6676	1.2702	0.0	0.5381	13.9279	0.0	0.2972	0.3339	0.0	0.0	48.1057	0.0	0.0	0.0	0.0	0.9583	0.0	0.6532	0.9278	0.0	1.5055	3.1588	28.1261	0.0	0.0	26.1964	5.15	2.3218	0.0	0.0	1.4558	1.0552	15.5322	0.0	0.0	1.9174	17.1017	19.7168
AASS|10157	664.8606	858.9407	571.8271	759.7938	916.7772	840.5797	261.9162	1029.7872	483.8501	733.0693	363.4953	579.6569	922.0861	767.1347	763.3943	858.006	1235.6268	1039.4691	479.4657	554.5855	509.4261	1455.6314	1291.0385	599.4083	673.546	594.1286	143.1738	602.3682	863.0849	1095.9882	696.7827	1421.69	962.6806	325.1954	987.0603	796.3169	684.6892	714.795	358.082	597.7085	678.3981	801.845	804.2204	785.0874	520.3642	532.2086	453.6697	825.4186	594.3514	691.0355	664.4603	985.0746	747.3692	878.8944	560.8599	498.7053	554.3478	982.0671	523.1301	638.796	482.5581	1121.1358	346.8888	473.7802	2699.4828	908.2349	980.826	733.4656	2510.7767	433.0193	910.0408	1069.0967	627.426	458.6244	589.5311	972.9397	268.7602	566.8629	614.78	576.5921	915.0347	576.0542	648.482	771.6951	843.9979	748.164	713.6074	1385.8063	584.9957	747.8189	555.926	394.3527	787.5137	592.6984	739.8197	579.8046	618.3962	785.2058	519.533	490.1128	586.8923	411.2803	1057.1749	66.4683	203.5513	145.8432	307.3091	314.5599	193.3292	188.6901	79.6731	302.6662	734.9301	129.5181	265.7581	167.8197	376.0311	218.861	131.1651	596.8442	232.7116	126.1982	82.8616	82.6657	262.9314	52.6524	144.4649	38.043	322.0732	37.2881	288.897	368.9126	115.6496	239.4875	748.8831	122.5348	210.3938	537.6481	390.0692	147.8218	153.764	43.0072	224.2991	386.3476	482.2424	50.9194	183.49	104.9585	480.2229	267.474	86.3807	180.7368	643.8063	752.1614	187.3395	339.9063	56.7118	153.6478	122.7582	79.5306	996.997	319.2835	108.0201	334.3484	188.8536	240.7249	91.7877	597.4543	185.9395	41.9152	403.2258	169.2339	62.9001	259.62	173.5513	112.5397	24.3408	250.8343	427.1704	68.159	43.3526	132.7414	107.9282	284.6191	144.1302	262.5782	201.322	388.1445	196.7954	301.444	202.6917	59.1737	450.8276	290.2228	191.6956	256.5574	125.4344	219.4636	113.5509	80.197	80.8588	157.4297	288.1919	653.0584	279.0279	145.5458
ABCA10|10349	268.1115	338.2276	376.1041	321.134	162.1353	610.586	265.2865	438.2979	107.6718	447.493	75.5119	254.4935	517.3987	624.7689	195.2869	298.2305	786.2017	587.1463	396.7867	149.4329	430.2472	218.8567	506.093	428.4024	437.7736	249.301	60.297	453.3995	193.8388	462.5917	366.6814	673.682	556.4165	349.8754	402.3453	204.4286	431.5311	410.4278	112.529	615.7437	464.4013	460.0313	861.5328	138.1011	77.1442	369.6319	450.0	338.8132	206.9835	104.8257	244.3992	396.9216	362.1866	439.4472	208.6519	125.8272	561.7391	365.7737	265.8591	509.8814	307.2451	662.2395	104.8506	139.0789	305.5466	374.6593	426.5487	389.881	810.4921	146.2515	574.159	768.6212	599.1091	271.2715	388.3275	667.2817	150.0816	412.9521	287.2049	483.0752	495.6184	516.9428	198.7666	185.3204	382.3374	257.3439	231.9426	568.9069	371.2056	286.7345	300.2644	204.8337	246.2322	164.127	534.9705	110.7858	466.5094	295.8836	528.9627	275.8463	153.3989	153.9022	455.9043	1.4881	26.4184	0.9501	26.0561	43.4491	3.3972	1.9137	1.1349	22.1824	61.4049	21.7537	14.3459	0.2976	0.2727	13.0663	27.8771	155.4591	71.9143	2.4153	5.5025	6.555	4.7606	1.9031	0.8827	5.8264	4.8845	0.8475	57.3411	40.3602	1.1643	51.791	46.9818	10.2397	2.9985	170.8968	11.3493	10.279	1.7473	0.6566	16.8943	14.0746	96.5659	5.1862	22.8852	12.3481	187.9402	1.8575	3.4552	2.3024	10.2872	16.056	21.6025	43.142	1.5609	9.58	0.3092	13.907	110.6106	18.4405	4.1432	3.9586	1.0874	2.7715	3.0193	53.3015	50.4455	1.9052	6.8634	7.2644	4.9422	53.3879	49.1976	9.3505	0.427	6.6741	209.5592	24.3902	2.6012	1.9449	8.1019	41.6866	18.6414	4.8988	7.8859	9.3382	53.124	19.4043	22.0118	3.8515	61.716	99.0099	16.0223	54.175	1.6951	22.1265	8.2494	2.8139	7.7661	2.008	17.5055	6.5191	9.0009	17.5659
ABCA12|26154	2.7965	128.9984	69.735	3.0928	480.1061	37.1771	13.481	5.8027	116.4201	1.5457	0.0	59.232	36.1392	32.2837	433.2664	216.6595	61.5771	10.8278	51.6292	6.3141	15.0817	26.0239	18.0067	21.8935	8.1301	9.7856	287.234	49.2743	0.0	533.1036	60.379	9.0486	0.0	7.7427	46.9066	57.0283	1093.9869	65.0624	4544.0835	219.3932	8.4951	312.5015	71.5123	281.4245	146.1428	19.9387	0.0	108.2009	136.3584	154.6943	4.5825	160.4478	29.7031	298.5867	18.9684	7.6724	13.913	0.0	36.9664	3.0404	18.3363	147.775	34.7869	19.1518	0.7134	14.2067	94.1003	78.7037	0.0	10.6514	17.3293	51.0301	5.727	35.1287	3164.3011	127.3063	38.3361	116.0639	15.283	30.4073	480.378	4403.6145	64.0417	12.1655	54.9974	24.4798	61.8244	29.516	6.9384	101.7865	28.9688	0.2393	656.8091	194.9206	35.1259	85.9121	38.6792	68.3999	9.8788	18.3416	282.6075	3008.6716	66.1435	631.2004	716.3274	1742.0428	368.6177	64.8761	3982.7054	912.0658	34.2753	115.8413	69.7637	376.1714	276.8762	5148.8507	1103.5517	1427.9631	12102.9307	12.2842	323.4799	1313.9105	130.4423	84.8507	341.6644	1480.9293	0.5885	0.3427	28.6966	945.7627	65.011	262.1748	1923.7411	386.4124	582.5039	750.5683	115.4417	350.6768	6.4148	49.4371	603.1744	5234.4058	141.2653	2.4631	318.462	22.1594	819.3707	5.4023	59.1377	765.273	241.4819	4.221	350.6215	10.704	438.4241	59.2657	952.1332	64.112	1135.7452	1189.0482	10.5105	32.666	46.7594	314.5554	793.8378	679.4143	35.3262	6099.4431	30.0171	1782.6665	107.4125	29.5957	519.3755	420.6447	3392.5706	23.0422	2.5622	1043.9377	39.4343	21.0491	757.2254	118.6407	2186.9213	350.2635	141.4022	56.8266	89.0641	60.0893	12.0443	233.3032	1334.7692	731.4426	613.0202	19.1832	4.0056	410.9561	20.6797	63.292	437.7047	1018.994	43.8556	723.2932	1313.5586	95.4853	24.3024	1703.8896
ABCA5|23461	897.6667	980.5978	953.51	737.6289	1472.1485	932.2621	400.5778	779.8839	776.5827	1699.1595	1978.2627	907.2712	1035.8708	1291.6124	1129.0288	1573.1549	1569.4376	2073.3496	727.5025	970.2616	1032.677	1087.884	1020.2889	794.6746	631.6448	883.0382	387.398	1138.6555	1223.4055	824.3884	877.4791	1467.6354	1400.6461	495.0519	1033.9668	1973.3393	929.7625	930.4813	593.5808	1043.7089	1024.6764	1257.5158	1351.5387	1152.0998	1158.1217	660.5317	690.8257	954.7892	1007.4011	774.8283	943.9919	1255.1306	1171.8366	1164.6756	924.7075	777.9802	740.4348	1170.6981	485.7904	916.996	814.4007	1277.1544	952.9642	649.3388	761.6907	1200.2973	838.3481	1007.2751	1115.0874	1248.2589	1321.1009	1344.2155	1114.8584	726.9685	1007.8347	1461.8696	340.5383	812.868	793.2738	788.296	1396.9367	1192.7711	964.4213	2092.8629	963.5114	896.8788	1429.2353	1084.5692	988.7251	1670.8891	696.172	515.6736	1068.1161	626.6667	992.2288	826.1034	1158.9623	1222.5317	966.3224	543.514	902.3649	909.7136	1660.6876	156.25	233.0013	63.658	103.8414	172.9038	139.9012	44.0149	371.127	227.2461	640.09	309.9063	312.0237	258.2757	106.3467	152.5961	124.732	1754.1036	378.4257	301.9096	796.5722	343.4086	135.8601	416.1446	114.7481	225.1735	368.1709	104.2373	287.0709	153.4356	51.2273	218.5507	324.2805	452.935	173.4124	393.401	498.6273	579.0504	60.1078	211.7531	303.3789	125.6158	510.1262	165.0165	186.7593	240.0154	788.2963	63.1536	183.8948	157.3292	149.5928	314.5327	152.2798	165.5954	195.6296	760.8696	262.5232	91.2647	1362.8629	85.8799	128.1444	130.0244	473.0403	242.3086	173.0078	402.5457	431.0794	196.2394	595.4015	117.5758	584.9714	463.0537	359.4205	436.8008	14.092	176.8632	550.6349	492.4825	659.8266	279.5836	688.9468	360.805	201.8732	411.1766	139.1627	439.7077	313.152	296.9314	231.1236	67.9272	345.8352	324.0512	344.4798	359.4899	352.5723	327.2657	464.8793	112.2054	217.9077	89.1566	249.615	34.1293	155.7156	199.3189
ABCA6|23460	1417.81	655.4798	785.2162	1309.7938	391.2467	912.4134	669.7159	1716.0542	154.7782	1865.7135	367.1148	392.5654	963.2346	876.9522	483.1449	517.0479	757.1473	749.9127	1183.8614	220.2908	304.5664	496.1604	1105.1089	514.2012	1592.8705	519.5713	62.0567	541.6348	769.4974	731.7253	865.5796	2112.0426	1996.3884	709.4292	560.4529	294.6462	583.6281	796.7914	343.7742	1046.6794	1772.6537	771.8061	1583.5287	295.6408	91.0398	1050.1022	1731.1927	456.1614	477.5601	384.361	1182.7902	618.0037	586.7168	2165.3783	350.9146	673.2521	702.1739	1295.2168	551.5083	906.6586	1537.1199	824.6699	398.3341	423.6206	2246.4776	581.1514	1044.8378	959.6561	1929.6462	210.9791	1035.1682	1335.6577	1115.1766	1004.5826	381.0605	1146.3715	241.0277	745.164	748.8666	569.7074	722.3958	836.2199	388.0455	195.4582	846.642	454.7124	321.2446	1194.5309	2100.6071	254.6739	782.6187	1145.4894	275.2829	335.5556	1618.8996	309.4463	440.0943	515.3203	1127.0768	1058.1024	174.6225	270.4948	578.1016	20.5853	232.5682	93.5867	164.7667	497.8796	40.4571	66.2138	51.5265	164.1496	224.7227	110.7764	169.2818	20.8287	12.5435	236.5939	270.9078	122.4187	386.506	115.6314	22.3338	24.7633	26.0002	17.4451	12.6517	5.8264	5.8004	27.1186	92.038	160.1067	42.6894	292.0132	156.4883	110.5885	13.4932	559.6447	137.9182	22.0264	47.8765	48.5883	230.4098	100.9852	431.1711	60.8204	263.9967	61.7403	546.1723	247.6612	46.0697	89.4091	103.3005	72.4578	127.1359	380.4336	23.9334	8.843	49.4743	175.1412	468.4685	185.9852	64.5161	154.9939	29.3611	58.5975	96.3167	378.6794	223.8778	98.4372	18.5312	35.5149	32.3486	211.614	120.3566	30.389	12.3839	56.1735	670.5894	55.4627	15.3179	17.0181	54.9769	335.4097	181.4131	12.4104	86.2809	59.2773	290.999	171.0289	232.6522	69.3277	290.1403	673.8861	473.2306	200.4475	19.3237	99.569	97.052	28.8428	65.3266	48.1928	152.0383	44.4831	214.2214	71.3389
ABCA8|10351	6041.0731	1396.9586	1657.3687	4790.2062	880.9682	2057.656	1969.6678	5764.0232	461.6428	6310.5014	1575.4912	892.1569	2817.0677	2881.1874	715.6293	553.3017	1629.5947	689.8358	2502.3919	451.4558	1128.1944	1619.0273	6556.5327	1679.2899	7626.6417	2517.2414	253.1028	1047.3644	3252.5997	2005.6608	2262.2301	5150.7651	6774.4783	2135.5465	543.8738	237.9149	1565.4371	1499.1087	773.3952	1992.3616	6333.3333	1338.1848	4561.2544	462.1745	274.5568	1611.4519	5267.4312	1274.7102	1042.255	801.2891	5814.664	1217.8172	972.2188	6181.3071	985.0613	1383.3317	1755.6522	5559.6115	1990.9563	3290.6659	3849.7317	1900.313	374.8163	1202.9184	3303.0141	1010.655	3012.6844	2173.9418	7367.2224	253.5846	1418.4506	2540.0951	3602.609	4396.9394	853.4121	2535.0554	592.5775	2703.9529	1409.2071	2020.654	972.9483	2093.3735	929.3169	193.0251	2547.3295	1742.9621	570.5627	3102.0762	7999.5663	517.6568	3313.4843	3856.6643	619.9343	773.3333	5475.2875	684.8534	979.2453	593.6243	2976.6502	1972.4785	319.5392	615.6088	1527.6532	13.3929	415.7644	15.677	247.9165	1718.3245	8.9561	96.0674	15.4353	395.3392	178.4279	125.502	186.1383	1.4878	7.6351	145.5962	528.2345	161.813	330.2135	28.9833	52.7596	30.9541	30.0284	19.031	0.0	4.7982	1.8317	16.9492	225.7122	168.1121	7.7617	553.9067	160.7273	12.9703	0.0	1417.0897	124.3484	46.9897	0.3495	45.6336	480.2301	90.4293	731.7288	33.9463	382.5092	30.0984	634.724	21.6704	16.5083	16.8841	114.4449	145.3273	113.3245	338.1632	1.821	2.5792	21.9542	272.9248	7.5075	559.5364	90.2634	1.218	9.0621	63.3486	92.6935	466.9849	334.3575	67.6359	6.5202	38.4745	17.9715	144.2334	162.5557	8.0147	11.9569	0.5562	1218.3338	105.5797	20.5202	8.7522	14.4676	213.7039	248.2495	3.9191	59.3761	10.5562	475.1048	159.296	520.9452	107.493	231.4349	1483.0858	521.2975	384.6425	380.7102	37.3062	89.7731	7.3866	20.5573	31.3253	143.9339	19.5572	280.378	61.6598
ABCA9|10350	1690.4658	710.5401	771.2692	2755.1546	505.305	999.3699	1004.3332	2068.8588	234.8591	1408.1731	257.4974	771.2418	3228.5535	1360.9429	606.573	404.4022	1127.5526	914.4254	1319.9747	356.394	723.9212	608.7884	3392.3786	671.0059	2347.7173	1448.7418	127.6596	698.6249	1670.2773	1754.3687	1147.2014	4145.3094	4102.3274	1186.576	765.8714	345.734	864.0728	1087.344	575.0193	1279.8642	3855.178	1374.0377	2168.2298	420.1059	118.8309	1691.7178	3243.578	712.0653	606.5808	254.0921	2514.7658	897.3881	749.605	5814.008	503.0926	913.0143	1113.0435	1831.4625	1132.1417	1110.976	2671.288	1687.5048	196.9623	1134.0629	2297.842	1105.8066	1910.6195	1211.6402	3270.8418	146.6612	1702.5994	2105.2298	1893.4139	853.3341	812.0813	1992.0049	274.062	1460.8915	1023.0953	807.8026	914.4251	1270.3313	472.9602	180.0487	958.2232	906.3647	357.2078	1970.6287	2160.0173	417.1167	1265.8926	1489.3515	549.8357	396.1905	2176.2512	263.8436	966.5094	364.2835	1022.9008	1528.0695	203.1241	344.2396	1015.3214	11.1607	164.1403	28.0285	189.6733	460.3824	25.6331	25.2607	5.6747	167.1072	159.1384	38.822	152.4254	3.8682	4.9083	193.6617	138.6705	210.1027	281.1932	48.6074	21.6864	28.405	8.4226	8.2468	3.2365	6.8546	0.9158	44.0678	66.1066	108.072	10.4783	314.7865	137.413	83.2827	9.995	918.3587	100.4163	28.8791	10.8334	29.8752	179.7268	49.2611	508.6586	65.5351	240.2942	20.0656	503.4445	152.9308	24.9544	42.2103	42.8633	104.1581	83.9309	257.9802	21.8522	5.8954	6.8027	182.0947	180.6807	212.8556	29.2986	88.916	448.029	38.0092	125.9062	260.9387	293.084	52.0765	13.3837	18.2956	25.6093	173.08	98.6627	6.6789	5.9784	16.6852	555.3835	23.0538	14.1618	19.4493	28.6458	306.1811	128.6715	6.5318	80.7144	12.5863	195.5049	109.2058	131.7649	67.9272	360.8879	532.1782	255.2126	249.979	12.8824	40.6509	53.8639	46.4298	31.5212	22.8916	117.9998	26.0763	184.0684	65.2447
